Rec Status,Rec Date,Filter
Recorded,2021-11-18 17:45:25,
Recorded,2021-11-18 17:45:26,
Recorded,2021-11-18 17:45:27,
Recorded,2021-11-18 17:45:27,
Recorded,2021-11-18 17:45:29,
Recorded,2021-11-18 17:45:30,
Recorded,2021-11-18 17:45:30,
Recorded,2021-11-18 17:45:31,
Recorded,2021-11-18 17:50:12,
Recorded,2021-11-18 17:50:13,
Recorded,2021-11-18 17:50:13,
Recorded,2021-11-18 17:50:15,
Recorded,2021-11-18 17:50:16,
Recorded,2021-11-18 17:50:17,
Recorded,2021-11-18 17:50:18,
Recorded,2021-11-18 17:50:19,
Recorded,2021-11-18 17:50:19,
Recorded,2021-11-18 17:50:20,
Recorded,2021-11-18 17:50:21,
Recorded,2021-11-18 17:50:21,
Recorded,2021-11-18 17:50:22,
Recorded,2021-11-18 17:50:23,
Recorded,2021-11-18 17:50:24,
Recorded,2021-11-18 17:50:27,
Recorded,2021-11-18 17:50:28,
Recorded,2021-11-18 17:50:30,
Recorded,2021-11-18 17:50:31,
Recorded,2021-11-18 17:50:32,
Recorded,2021-11-18 17:50:33,
Recorded,2021-11-18 17:50:34,
Recorded,2021-11-18 17:50:34,
Recorded,2021-11-18 17:50:34,
Recorded,2021-11-18 17:50:36,
Recorded,2021-11-18 17:50:46,
Recorded,2021-11-18 17:50:47,
Recorded,2021-11-18 17:50:48,
Recorded,2021-11-18 17:50:49,
Recorded,2021-11-18 17:50:49,
Recorded,2021-11-18 17:50:50,
Recorded,2021-11-18 17:50:50,
Recorded,2021-11-18 17:50:51,
Recorded,2021-11-18 17:50:51,
Recorded,2021-11-18 17:50:51,
Recorded,2021-11-18 17:50:52,
Recorded,2021-11-18 17:50:52,
Recorded,2021-11-18 17:50:53,
Recorded,2021-11-18 17:50:54,
Recorded,2021-11-18 17:50:54,
Recorded,2021-11-18 17:50:56,
Recorded,2021-11-18 17:50:57,
Recorded,2021-11-18 17:50:57,
Recorded,2021-11-18 17:50:58,
Recorded,2021-11-18 17:50:59,
Recorded,2021-11-18 17:50:59,
Recorded,2021-11-18 17:51:00,
Recorded,2021-11-18 17:51:00,
Recorded,2021-11-18 17:51:01,
Recorded,2021-11-18 17:51:02,
Recorded,2021-11-18 17:51:03,
Recorded,2021-11-18 17:51:03,
Recorded,2021-11-18 17:51:04,
Recorded,2021-11-18 17:51:05,
Recorded,2021-11-18 17:51:28,
Recorded,2021-11-18 17:51:29,
Recorded,2021-11-18 17:51:31,
Recorded,2021-11-18 17:51:32,
Recorded,2021-11-18 17:51:33,
Recorded,2021-11-18 17:51:59,
Recorded,2021-11-18 17:52:02,
Recorded,2021-11-18 17:52:04,
Recorded,2021-11-18 17:52:05,
Recorded,2021-11-18 17:52:06,
Recorded,2021-11-18 17:52:10,
Recorded,2021-11-18 17:52:14,
Recorded,2021-11-18 17:52:17,
Recorded,2021-11-18 17:52:19,
Recorded,2021-11-18 17:53:17,
Recorded,2021-11-18 17:53:18,
Recorded,2021-11-18 17:53:19,
Recorded,2021-11-18 17:53:19,
Recorded,2021-11-18 17:53:20,
Recorded,2021-11-18 17:53:21,
Recorded,2021-11-18 17:53:22,
Recorded,2021-11-18 17:53:23,
Recorded,2021-11-18 17:53:24,
Recorded,2021-11-18 17:53:30,
Recorded,2021-11-18 17:54:12,
Recorded,2021-11-18 17:54:13,
Recorded,2021-11-18 17:54:14,
Recorded,2021-11-18 17:54:14,
Recorded,2021-11-18 17:54:15,
Recorded,2021-11-18 17:54:22,
Recorded,2021-11-18 17:54:23,
Recorded,2021-11-18 17:54:43,
Recorded,2021-11-18 17:54:50,
Recorded,2021-11-18 17:55:01,
Recorded,2021-11-18 17:55:01,
Recorded,2021-11-18 17:55:02,
Recorded,2021-11-18 17:55:03,
Recorded,2021-11-18 17:55:04,
Recorded,2021-11-18 17:55:05,
Recorded,2021-11-18 17:55:13,
Recorded,2021-11-18 17:55:16,
Recorded,2021-11-18 17:55:28,
Recorded,2021-11-18 17:55:29,
Recorded,2021-11-18 17:55:35,
Recorded,2021-11-18 17:55:36,
Recorded,2021-11-18 17:55:43,
Recorded,2021-11-18 17:55:48,
Recorded,2021-11-18 17:55:54,
Recorded,2021-11-18 17:55:59,
,,
Recorded,2021-11-24 16:14:43,
Recorded,2021-11-24 16:14:44,
Recorded,2021-11-24 16:15:18,
Recorded,2021-11-24 16:15:18,
Recorded,2021-11-24 16:15:19,
Recorded,2021-11-24 16:16:25,
Recorded,2021-11-24 16:16:26,
Recorded,2021-11-24 16:16:26,
Recorded,2021-11-24 16:16:27,
Recorded,2021-11-24 16:16:28,
Recorded,2021-11-24 16:16:28,
Recorded,2021-11-24 16:16:29,
Recorded,2021-11-24 16:16:29,
Recorded,2021-11-24 16:24:37,
Recorded,2021-11-24 16:24:40,
Recorded,2021-11-24 16:24:40,
Recorded,2021-11-24 16:24:43,
Recorded,2021-11-24 16:24:44,
Recorded,2021-11-24 16:24:44,
Recorded,2021-11-24 16:24:45,
Recorded,2021-11-24 16:24:45,
Recorded,2021-11-24 16:24:46,
Recorded,2021-11-24 16:24:46,
Recorded,2021-11-24 16:24:46,
Recorded,2021-11-24 16:24:47,
Recorded,2021-11-24 16:24:47,
Recorded,2021-11-24 16:24:48,
Recorded,2021-11-24 16:24:52,
Recorded,2021-11-24 16:24:52,
Recorded,2021-11-24 16:24:53,
Recorded,2021-11-24 16:24:53,
Recorded,2021-11-24 16:24:53,
Recorded,2021-11-24 16:24:54,
Recorded,2021-11-24 16:24:54,
Recorded,2021-11-24 16:24:55,
Recorded,2021-11-24 16:24:55,
Recorded,2021-11-24 16:24:55,
Recorded,2021-11-24 16:24:56,
Recorded,2021-11-24 16:24:56,
Recorded,2021-11-24 16:24:57,
Recorded,2021-11-24 16:24:57,
Recorded,2021-11-24 16:24:58,
Recorded,2021-11-24 16:24:58,
Recorded,2021-11-24 16:24:58,
Recorded,2021-11-24 16:24:59,
Recorded,2021-11-24 16:24:59,
Recorded,2021-11-24 16:25:00,
Recorded,2021-11-24 16:25:00,
Recorded,2021-11-24 16:25:01,
Recorded,2021-11-24 16:25:01,
Recorded,2021-11-24 16:25:01,
Recorded,2021-11-24 16:25:02,
Recorded,2021-11-24 16:25:02,
Recorded,2021-11-24 16:25:03,
Recorded,2021-11-24 16:25:03,
Recorded,2021-11-24 16:25:04,
Recorded,2021-11-24 16:25:04,
Recorded,2021-11-24 16:25:05,
Recorded,2021-11-24 16:25:05,
Recorded,2021-11-24 16:25:05,
Recorded,2021-11-24 16:25:06,
Recorded,2021-11-24 16:25:06,
Recorded,2021-11-24 16:25:07,
Recorded,2021-11-24 16:25:07,
Recorded,2021-11-24 16:25:08,
Recorded,2021-11-24 16:25:08,
Recorded,2021-11-24 16:25:09,
Recorded,2021-11-24 16:25:09,
Recorded,2021-11-24 16:25:10,
Recorded,2021-11-24 16:25:11,
Recorded,2021-11-24 16:25:11,
Recorded,2021-11-24 16:25:12,
Recorded,2021-11-24 16:25:12,
Recorded,2021-11-24 16:25:13,
Recorded,2021-11-24 16:25:14,
Recorded,2021-11-24 16:25:15,
Recorded,2021-11-24 16:25:17,
Recorded,2021-11-24 16:28:25,
Recorded,2021-11-24 16:28:25,
Recorded,2021-11-24 16:28:26,
Recorded,2021-11-24 16:28:26,
Recorded,2021-11-24 16:28:27,
Recorded,2021-11-24 16:28:27,
Recorded,2021-11-24 16:28:27,
Recorded,2021-11-24 16:28:28,
Recorded,2021-11-24 16:28:28,
Recorded,2021-11-24 16:28:29,
Recorded,2021-11-24 16:28:30,
Recorded,2021-11-24 16:28:30,
Recorded,2021-11-24 16:28:31,
Recorded,2021-11-24 16:28:31,
Recorded,2021-11-24 16:28:32,
Recorded,2021-11-24 16:28:33,
Recorded,2021-11-24 16:28:34,
Recorded,2021-11-24 16:30:36,
Recorded,2021-11-24 16:30:36,
Recorded,2021-11-24 16:30:37,
Recorded,2021-11-24 16:30:38,
Recorded,2021-11-24 16:30:38,
Recorded,2021-11-24 16:30:39,
Recorded,2021-11-24 16:30:39,
Recorded,2021-11-24 16:30:43,
Recorded,2021-11-24 16:30:43,
Recorded,2021-11-24 16:30:44,
Recorded,2021-11-24 16:30:44,
Recorded,2021-11-24 16:30:45,
Recorded,2021-11-24 16:30:45,
Recorded,2021-11-24 16:30:46,
Recorded,2021-11-24 16:30:46,
Recorded,2021-11-24 16:30:48,
Recorded,2021-11-24 16:30:48,
Recorded,2021-11-24 16:30:49,
Recorded,2021-11-24 16:33:27,
Recorded,2021-11-24 16:33:28,
Recorded,2021-11-24 16:33:31,
Recorded,2021-11-24 16:33:31,
Recorded,2021-11-24 16:33:32,
Recorded,2021-11-24 16:33:32,
Recorded,2021-11-24 16:33:33,
Recorded,2021-11-24 16:33:33,
Recorded,2021-11-24 16:33:34,
Recorded,2021-11-24 16:33:34,
Recorded,2021-11-24 16:33:34,
Recorded,2021-11-24 16:33:35,
Recorded,2021-11-24 16:33:35,
Recorded,2021-11-24 16:33:36,
Recorded,2021-11-24 16:33:36,
Recorded,2021-11-24 16:33:36,
Recorded,2021-11-24 16:33:37,
Recorded,2021-11-24 16:33:37,
Recorded,2021-11-24 16:33:38,
Recorded,2021-11-24 16:33:38,
Recorded,2021-11-24 16:33:39,
Recorded,2021-11-24 16:33:39,
Recorded,2021-11-24 16:33:41,
Recorded,2021-11-24 16:34:32,
Recorded,2021-11-24 16:34:33,
Recorded,2021-11-24 16:34:33,
Recorded,2021-11-24 16:34:35,
Recorded,2021-11-24 16:34:36,
Recorded,2021-11-24 16:34:37,
Recorded,2021-11-24 16:34:38,
Recorded,2021-11-24 16:34:43,
Recorded,2021-11-24 16:35:10,
Recorded,2021-11-24 16:35:10,
Recorded,2021-11-24 16:35:11,
Recorded,2021-11-24 16:35:13,
Recorded,2021-11-24 16:35:21,
Recorded,2021-11-24 16:35:49,
Recorded,2021-11-24 16:36:18,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-12-07 13:09:51,07/12/21 04:07:54 AM
Recorded,2021-12-07 13:09:52,07/12/21 04:54:19 AM
Recorded,2021-12-07 13:09:52,07/12/21 02:06:19 PM
Recorded,2021-12-07 13:09:52,07/12/21 08:12:15 AM
Recorded,2021-12-07 13:09:53,07/12/21 01:30:31 PM
Recorded,2021-12-07 13:09:53,07/12/21 05:51:10 PM
Recorded,2021-12-07 13:09:54,07/12/21 09:36:44 PM
Recorded,2021-12-07 13:09:54,07/12/21 08:27:45 PM
Recorded,2021-12-07 13:09:55,07/12/21 01:48:31 PM
Recorded,2021-12-07 13:09:55,07/12/21 10:42:34 PM
Recorded,2021-12-07 13:09:55,07/12/21 10:24:49 AM
Recorded,2021-12-07 13:09:56,07/12/21 08:09:27 PM
Recorded,2021-12-07 13:09:56,07/12/21 04:20:43 PM
Recorded,2021-12-07 13:12:48,07/12/21 02:58:59 PM
Recorded,2021-12-07 13:12:49,07/12/21 07:38:37 PM
Recorded,2021-12-07 13:12:49,07/12/21 07:17:04 AM
Recorded,2021-12-07 13:12:50,07/12/21 05:10:09 AM
Recorded,2021-12-07 13:12:50,07/12/21 02:41:58 PM
Recorded,2021-12-07 13:12:51,07/12/21 03:11:56 AM
Recorded,2021-12-07 13:12:51,07/12/21 12:27:13 PM
Recorded,2021-12-07 13:12:51,07/12/21 02:22:39 AM
Recorded,2021-12-07 13:12:52,07/12/21 06:52:07 PM
Recorded,2021-12-07 13:12:52,07/12/21 07:39:49 PM
Recorded,2021-12-07 13:12:53,07/12/21 12:25:29 PM
Recorded,2021-12-07 13:12:53,07/12/21 04:22:17 AM
Recorded,2021-12-07 13:12:54,07/12/21 10:25:56 PM
Recorded,2021-12-07 13:12:54,07/12/21 12:45:40 AM
Recorded,2021-12-07 13:12:54,07/12/21 03:29:11 AM
Recorded,2021-12-07 13:12:55,07/12/21 11:02:15 AM
Recorded,2021-12-07 13:12:55,07/12/21 10:43:34 PM
Recorded,2021-12-07 13:12:57,07/12/21 03:50:28 PM
Recorded,2021-12-07 13:12:57,07/12/21 09:47:39 PM
Recorded,2021-12-07 13:12:57,07/12/21 07:40:55 AM
Recorded,2021-12-07 13:12:58,07/12/21 10:12:26 AM
Recorded,2021-12-07 13:12:58,07/12/21 01:07:33 PM
Recorded,2021-12-07 13:12:59,07/12/21 11:05:17 AM
Recorded,2021-12-07 13:17:04,07/12/21 03:37:43 AM
Recorded,2021-12-07 13:17:05,07/12/21 02:05:44 AM
Recorded,2021-12-07 13:17:05,07/12/21 09:13:47 PM
Recorded,2021-12-07 13:17:06,07/12/21 08:12:58 AM
Recorded,2021-12-07 13:17:06,07/12/21 04:04:41 AM
Recorded,2021-12-07 13:17:07,07/12/21 03:47:09 PM
Recorded,2021-12-07 13:17:07,07/12/21 12:45:15 PM
Recorded,2021-12-07 13:17:08,07/12/21 12:46:56 PM
Recorded,2021-12-07 13:17:08,07/12/21 01:21:45 PM
Recorded,2021-12-07 13:17:09,07/12/21 06:53:20 PM
Recorded,2021-12-07 13:17:09,07/12/21 10:39:32 PM
Recorded,2021-12-07 13:17:10,07/12/21 01:35:14 AM
Recorded,2021-12-07 13:17:10,07/12/21 06:02:56 PM
Recorded,2021-12-07 13:17:11,07/12/21 12:38:08 PM
Recorded,2021-12-07 13:17:11,07/12/21 04:31:25 PM
Recorded,2021-12-07 13:17:11,07/12/21 03:40:24 AM
Recorded,2021-12-07 13:17:12,07/12/21 07:32:15 PM
Recorded,2021-12-07 13:17:12,07/12/21 02:38:32 PM
Recorded,2021-12-07 13:17:13,07/12/21 07:15:59 PM
Recorded,2021-12-07 13:17:13,07/12/21 10:37:08 PM
Recorded,2021-12-07 13:17:14,07/12/21 10:32:44 AM
Recorded,2021-12-07 13:17:14,07/12/21 04:02:52 PM
Recorded,2021-12-07 13:17:14,07/12/21 10:56:04 AM
Recorded,2021-12-07 13:17:15,07/12/21 01:48:10 AM
Recorded,2021-12-07 13:17:15,07/12/21 05:19:17 PM
Recorded,2021-12-07 13:17:16,07/12/21 01:17:49 AM
Recorded,2021-12-07 13:17:16,07/12/21 03:17:01 PM
Recorded,2021-12-07 13:17:17,07/12/21 04:33:19 PM
Recorded,2021-12-07 13:17:17,07/12/21 07:39:33 AM
Recorded,2021-12-07 13:17:17,07/12/21 07:52:25 PM
Recorded,2021-12-07 13:17:18,07/12/21 06:34:51 PM
Recorded,2021-12-07 13:17:18,07/12/21 09:46:34 PM
Recorded,2021-12-07 13:17:19,07/12/21 10:37:59 PM
Recorded,2021-12-07 13:17:20,07/12/21 12:08:24 PM
Recorded,2021-12-07 13:17:20,07/12/21 01:41:19 AM
Recorded,2021-12-07 13:17:20,07/12/21 03:08:56 PM
Recorded,2021-12-07 13:17:21,07/12/21 06:53:38 PM
Recorded,2021-12-07 13:17:22,07/12/21 03:31:14 PM
Recorded,2021-12-07 13:17:23,07/12/21 03:58:54 PM
Recorded,2021-12-07 13:18:17,07/12/21 03:01:52 AM
Recorded,2021-12-07 13:18:18,07/12/21 02:35:35 PM
Recorded,2021-12-07 13:18:18,07/12/21 04:57:50 AM
Recorded,2021-12-07 13:18:19,07/12/21 04:02:48 PM
Recorded,2021-12-07 13:18:19,07/12/21 05:23:32 PM
Recorded,2021-12-07 13:18:20,07/12/21 10:04:05 AM
Recorded,2021-12-07 13:18:20,07/12/21 11:07:28 AM
Recorded,2021-12-07 13:18:21,07/12/21 06:39:26 AM
Recorded,2021-12-07 13:18:22,07/12/21 04:57:31 AM
Recorded,2021-12-07 13:18:22,07/12/21 10:30:38 PM
Recorded,2021-12-07 13:18:23,07/12/21 12:16:07 PM
Recorded,2021-12-07 13:19:13,07/12/21 12:37:21 PM
Recorded,2021-12-07 13:19:14,07/12/21 07:49:24 PM
Recorded,2021-12-07 13:19:14,07/12/21 11:23:52 PM
Recorded,2021-12-07 13:19:15,07/12/21 01:18:55 AM
Recorded,2021-12-07 13:19:15,07/12/21 08:23:29 AM
Recorded,2021-12-07 13:19:18,07/12/21 08:48:27 AM
Recorded,2021-12-07 13:19:54,07/12/21 12:39:55 AM
Recorded,2021-12-07 13:19:55,07/12/21 07:43:22 AM
Recorded,2021-12-07 13:19:55,07/12/21 11:01:01 PM
Recorded,2021-12-07 13:19:56,07/12/21 06:30:21 AM
Recorded,2021-12-07 13:20:10,07/12/21 11:13:51 AM
Recorded,2021-12-07 13:20:13,07/12/21 05:16:51 PM
Recorded,2021-12-07 13:20:22,07/12/21 12:23:59 PM
Recorded,2021-12-07 13:20:23,07/12/21 09:11:02 AM
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-22 11:20:31,
Recorded,2021-11-22 11:20:33,
Recorded,2021-11-22 11:21:02,
Recorded,2021-11-22 11:21:18,
Recorded,2021-11-22 11:21:21,
Recorded,2021-11-22 11:22:08,
Recorded,2021-11-22 11:22:08,
Recorded,2021-11-22 11:22:09,
Recorded,2021-11-22 11:22:10,
Recorded,2021-11-22 11:22:10,
Recorded,2021-11-22 11:22:11,
Recorded,2021-11-22 11:22:12,
Recorded,2021-11-22 11:22:18,
Recorded,2021-11-22 11:22:25,
Recorded,2021-11-22 11:22:30,
Recorded,2021-11-22 11:23:21,
Recorded,2021-11-22 11:23:22,
Recorded,2021-11-22 11:23:23,
Recorded,2021-11-22 11:23:23,
Recorded,2021-11-22 11:23:24,
Recorded,2021-11-22 11:23:25,
Recorded,2021-11-22 11:23:25,
Recorded,2021-11-22 11:23:26,
Recorded,2021-11-22 11:23:26,
Recorded,2021-11-22 11:24:23,
Recorded,2021-11-22 11:24:24,
Recorded,2021-11-22 11:24:24,
Recorded,2021-11-22 11:24:26,
Recorded,2021-11-22 11:24:26,
Recorded,2021-11-22 11:24:28,
Recorded,2021-11-22 11:24:28,
Recorded,2021-11-22 11:24:29,
Recorded,2021-11-22 11:24:30,
Recorded,2021-11-22 11:24:30,
Recorded,2021-11-22 11:24:39,
Recorded,2021-11-22 11:24:43,
Recorded,2021-11-22 11:24:56,
Recorded,2021-11-22 11:26:00,
Recorded,2021-11-22 11:26:00,
Recorded,2021-11-22 11:26:01,
Recorded,2021-11-22 11:26:01,
Recorded,2021-11-22 11:26:02,
Recorded,2021-11-22 11:26:03,
Recorded,2021-11-22 11:26:04,
Recorded,2021-11-22 11:26:07,
Recorded,2021-11-22 11:27:14,
Recorded,2021-11-22 11:27:15,
Recorded,2021-11-22 11:27:16,
Recorded,2021-11-22 11:27:16,
Recorded,2021-11-22 11:27:17,
Recorded,2021-11-22 11:27:18,
Recorded,2021-11-22 11:27:18,
Recorded,2021-11-22 11:27:19,
Recorded,2021-11-22 11:27:19,
Recorded,2021-11-22 11:27:20,
Recorded,2021-11-22 11:27:20,
Recorded,2021-11-22 11:27:38,
Recorded,2021-11-22 11:27:39,
Recorded,2021-11-22 11:27:40,
Recorded,2021-11-22 11:27:43,
Recorded,2021-11-22 11:28:30,
Recorded,2021-11-22 11:28:31,
Recorded,2021-11-22 11:28:32,
Recorded,2021-11-22 11:28:33,
Recorded,2021-11-22 11:28:33,
Recorded,2021-11-22 11:28:34,
Recorded,2021-11-22 11:28:39,
Recorded,2021-11-22 11:28:41,
Recorded,2021-11-22 11:28:41,
Recorded,2021-11-22 11:28:46,
Recorded,2021-11-22 11:29:55,
Recorded,2021-11-22 11:29:56,
Recorded,2021-11-22 11:29:57,
Recorded,2021-11-22 11:29:57,
Recorded,2021-11-22 11:29:58,
Recorded,2021-11-22 11:29:58,
Recorded,2021-11-22 11:29:59,
Recorded,2021-11-22 11:30:03,
Recorded,2021-11-22 11:30:14,
Recorded,2021-11-22 11:31:08,
Recorded,2021-11-22 11:31:08,
Recorded,2021-11-22 11:31:09,
Recorded,2021-11-22 11:31:10,
Recorded,2021-11-22 11:31:10,
Recorded,2021-11-22 11:31:11,
Recorded,2021-11-22 11:31:14,
Recorded,2021-11-22 11:31:22,
Recorded,2021-11-22 11:31:36,
Recorded,2021-11-22 11:31:49,
Recorded,2021-11-22 11:32:02,
,,
Recorded,2021-11-30 18:54:18,
Recorded,2021-11-30 18:54:23,
Recorded,2021-11-30 18:54:29,
Recorded,2021-11-30 18:54:35,
Recorded,2021-11-30 18:54:41,
Recorded,2021-11-30 18:54:47,
Recorded,2021-11-30 18:54:52,
Recorded,2021-11-30 18:54:58,
Recorded,2021-11-30 18:55:03,
Recorded,2021-11-30 18:55:12,
Recorded,2021-11-30 18:55:15,
Recorded,2021-11-30 18:55:21,
Recorded,2021-11-30 18:55:27,
Recorded,2021-11-30 18:55:33,
Recorded,2021-11-30 18:55:38,
Recorded,2021-11-30 18:55:42,
Recorded,2021-11-30 18:55:46,
Recorded,2021-11-30 18:55:51,
Recorded,2021-11-30 18:55:56,
Recorded,2021-11-30 18:56:02,
Recorded,2021-11-30 18:56:07,
Recorded,2021-11-30 18:56:12,
Recorded,2021-11-30 18:56:18,
Recorded,2021-11-30 18:56:23,
Recorded,2021-11-30 18:56:28,
Recorded,2021-11-30 18:56:34,
Recorded,2021-11-30 18:58:13,
Recorded,2021-11-30 18:58:19,
Recorded,2021-11-30 18:58:24,
Recorded,2021-11-30 18:58:29,
Recorded,2021-11-30 18:58:36,
Recorded,2021-11-30 18:58:41,
Recorded,2021-11-30 18:58:48,
Recorded,2021-11-30 18:58:55,
Recorded,2021-11-30 18:59:00,
Recorded,2021-11-30 18:59:05,
Recorded,2021-11-30 18:59:10,
Recorded,2021-11-30 18:59:16,
Recorded,2021-11-30 18:59:20,
Recorded,2021-11-30 18:59:24,
Recorded,2021-11-30 18:59:37,
Recorded,2021-11-30 18:59:43,
Recorded,2021-11-30 18:59:49,
Recorded,2021-11-30 18:59:51,
Recorded,2021-11-30 18:59:58,
Recorded,2021-11-30 19:00:05,
Recorded,2021-11-30 19:00:09,
Recorded,2021-11-30 19:00:15,
Recorded,2021-11-30 19:00:22,
Recorded,2021-11-30 19:00:28,
Recorded,2021-11-30 19:00:36,
Recorded,2021-11-30 19:00:41,
Recorded,2021-11-30 19:00:47,
Recorded,2021-11-30 19:00:56,
Recorded,2021-11-30 19:01:01,
Recorded,2021-11-30 19:01:07,
Recorded,2021-11-30 19:01:16,
Recorded,2021-11-30 19:01:24,
Recorded,2021-11-30 19:01:40,
Recorded,2021-11-30 19:01:41,
Recorded,2021-11-30 19:01:42,
Recorded,2021-11-30 19:01:52,
Recorded,2021-11-30 19:01:53,
Recorded,2021-11-30 19:01:58,
Recorded,2021-11-30 19:02:04,
Recorded,2021-11-30 19:02:10,
Recorded,2021-11-30 19:02:12,
Recorded,2021-11-30 19:02:17,
Recorded,2021-11-30 19:02:23,
Recorded,2021-11-30 19:02:30,
Recorded,2021-11-30 19:02:46,
Recorded,2021-11-30 19:02:51,
Recorded,2021-11-30 19:02:57,
Recorded,2021-11-30 19:03:04,
Recorded,2021-11-30 19:03:10,
Recorded,2021-11-30 19:03:17,
Recorded,2021-11-30 19:03:25,
Recorded,2021-11-30 19:03:35,
Recorded,2021-11-30 19:03:46,
Recorded,2021-11-30 19:03:53,
Recorded,2021-11-30 19:03:59,
Recorded,2021-11-30 19:04:13,
Recorded,2021-11-30 19:04:20,
Recorded,2021-11-30 19:04:27,
Recorded,2021-11-30 19:04:33,
Recorded,2021-11-30 19:04:38,
Recorded,2021-11-30 19:04:46,
Recorded,2021-11-30 19:04:52,
Recorded,2021-11-30 19:05:01,
Recorded,2021-11-30 19:05:08,
,,
Recorded,2021-11-18 18:15:38,
Recorded,2021-11-18 18:15:41,
Recorded,2021-11-18 18:15:41,
Recorded,2021-11-18 18:15:41,
Recorded,2021-11-18 18:15:41,
Recorded,2021-11-18 18:15:42,
Recorded,2021-11-18 18:15:42,
Recorded,2021-11-18 18:15:43,
Recorded,2021-11-18 18:15:43,
Recorded,2021-11-18 18:15:44,
Recorded,2021-11-18 18:15:44,
Recorded,2021-11-18 18:15:45,
Recorded,2021-11-18 18:15:46,
Recorded,2021-11-18 18:15:46,
Recorded,2021-11-18 18:15:47,
Recorded,2021-11-18 18:15:48,
Recorded,2021-11-18 18:15:49,
Recorded,2021-11-18 18:15:49,
Recorded,2021-11-18 18:15:50,
Recorded,2021-11-18 18:15:50,
Recorded,2021-11-18 18:15:50,
Recorded,2021-11-18 18:15:51,
Recorded,2021-11-18 18:15:51,
Recorded,2021-11-18 18:16:04,
Recorded,2021-11-18 18:19:08,
Recorded,2021-11-18 18:19:12,
Recorded,2021-11-18 18:19:13,
Recorded,2021-11-18 18:19:14,
Recorded,2021-11-18 18:19:14,
Recorded,2021-11-18 18:19:18,
Recorded,2021-11-18 18:19:18,
Recorded,2021-11-18 18:19:26,
Recorded,2021-11-18 18:19:49,
Recorded,2021-11-18 18:19:50,
Recorded,2021-11-18 18:19:50,
Recorded,2021-11-18 18:19:52,
Recorded,2021-11-18 18:19:55,
Recorded,2021-11-18 18:20:01,
Recorded,2021-11-18 18:20:07,
